name,Region,Zone
GEN_111000_UBDCPH-1_132_1,PUNJAB,NR
GEN_111000_UBDCPH-1_132_2,PUNJAB,NR
GEN_111009_MUKERIAN-4_132_1,PUNJAB,NR
GEN_111009_MUKERIAN-4_132_2,PUNJAB,NR
GEN_111009_MUKERIAN-4_132_3,PUNJAB,NR
GEN_111017_MUKERI-3_132_1,PUNJAB,NR
GEN_111017_MUKERI-3_132_2,PUNJAB,NR
GEN_111017_MUKERI-3_132_3,PUNJAB,NR
GEN_111046_ANANDGARH-2_132_1,PUNJAB,NR
GEN_111046_ANANDGARH-2_132_2,PUNJAB,NR
GEN_111046_ANANDGARH-2_132_3,PUNJAB,NR
GEN_111046_ANANDGARH-2_132_4,PUNJAB,NR
GEN_111067_UBDCPH-3_132_1,PUNJAB,NR
GEN_111067_UBDCPH-3_132_2,PUNJAB,NR
GEN_111068_UBDCPH-2_132_1,PUNJAB,NR
GEN_111068_UBDCPH-2_132_2,PUNJAB,NR
GEN_111086_MUKERI-1_132_1,PUNJAB,NR
GEN_111086_MUKERI-1_132_2,PUNJAB,NR
GEN_111086_MUKERI-1_132_3,PUNJAB,NR
GEN_111087_MUKERI-2_132_1,PUNJAB,NR
GEN_111087_MUKERI-2_132_2,PUNJAB,NR
GEN_111087_MUKERI-2_132_3,PUNJAB,NR
GEN_111089_JOGINDERNAGA_132_1,PUNJAB,NR
GEN_111089_JOGINDERNAGA_132_2,PUNJAB,NR
GEN_111089_JOGINDERNAGA_132_3,PUNJAB,NR
GEN_111089_JOGINDERNAGA_132_4,PUNJAB,NR
GEN_111089_JOGINDERNAGA_132_5,PUNJAB,NR
GEN_111092_ANANDGARH-1_132_1,PUNJAB,NR
GEN_111092_ANANDGARH-1_132_2,PUNJAB,NR
GEN_111113_GANGUWAL_132_1,PUNJAB,NR
GEN_111113_GANGUWAL_132_2,PUNJAB,NR
GEN_111113_GANGUWAL_132_3,PUNJAB,NR
GEN_111114_KOTLA_132_1,PUNJAB,NR
GEN_111114_KOTLA_132_2,PUNJAB,NR
GEN_111114_KOTLA_132_3,PUNJAB,NR
GEN_112004_LEHRAMOHABBA_220_1,PUNJAB,NR
GEN_112004_LEHRAMOHABBA_220_2,PUNJAB,NR
GEN_112004_LEHRAMOHABBA_220_3,PUNJAB,NR
GEN_112004_LEHRAMOHABBA_220_4,PUNJAB,NR
GEN_112019_RSD_220_1,PUNJAB,NR
GEN_112019_RSD_220_2,PUNJAB,NR
GEN_112019_RSD_220_3,PUNJAB,NR
GEN_112019_RSD_220_4,PUNJAB,NR
GEN_112029_ROPAR_220_1,PUNJAB,NR
GEN_112029_ROPAR_220_2,PUNJAB,NR
GEN_112029_ROPAR_220_3,PUNJAB,NR
GEN_112029_ROPAR_220_4,PUNJAB,NR
GEN_112029_ROPAR_220_5,PUNJAB,NR
GEN_112029_ROPAR_220_6,PUNJAB,NR
GEN_112044_BATHINDA_220_1,PUNJAB,NR
GEN_112044_BATHINDA_220_2,PUNJAB,NR
GEN_112044_BATHINDA_220_3,PUNJAB,NR
GEN_112044_BATHINDA_220_4,PUNJAB,NR
GEN_112066_GOINDWAL_220_1,PUNJAB,NR
GEN_112066_GOINDWAL_220_2,PUNJAB,NR
GEN_114000_TALWANDISABO_400_1,PUNJAB,NR
GEN_114000_TALWANDISABO_400_2,PUNJAB,NR
GEN_114000_TALWANDISABO_400_3,PUNJAB,NR
GEN_114005_RAJPURA_TH_400_1,PUNJAB,NR
GEN_114005_RAJPURA_TH_400_2,PUNJAB,NR
GEN_122010_PANIPAT_OLD_220_1,HARYANA,NR
GEN_122010_PANIPAT_OLD_220_2,HARYANA,NR
GEN_122010_PANIPAT_OLD_220_3,HARYANA,NR
GEN_122010_PANIPAT_OLD_220_4,HARYANA,NR
GEN_122023_PANIPAT_NEW_220_5,HARYANA,NR
GEN_122023_PANIPAT_NEW_220_6,HARYANA,NR
GEN_122023_PANIPAT_NEW_220_7,HARYANA,NR
GEN_122023_PANIPAT_NEW_220_8,HARYANA,NR
GEN_122029_YAMUNA2_220_1,HARYANA,NR
GEN_122029_YAMUNA2_220_2,HARYANA,NR
GEN_122073_FARIDAB2_220_G1,HARYANA,NR
GEN_122073_FARIDAB2_220_G2,HARYANA,NR
GEN_122073_FARIDAB2_220_S1,HARYANA,NR
GEN_124001_KHEDAR_400_1,HARYANA,NR
GEN_124001_KHEDAR_400_2,HARYANA,NR
GEN_124004_JHAJAR_N_400_1,HARYANA,NR
GEN_124004_JHAJAR_N_400_2,HARYANA,NR
GEN_124023_JHAJJAR4_400_1,HARYANA,NR
GEN_124023_JHAJJAR4_400_2,HARYANA,NR
GEN_124023_JHAJJAR4_400_3,HARYANA,NR
GEN_131116_RAMGARH21_132_1,RAJASTHAN,NR
GEN_131116_RAMGARH21_132_2,RAJASTHAN,NR
GEN_131116_RAMGARH21_132_3,RAJASTHAN,NR
GEN_131121_RPS1_132_1,RAJASTHAN,NR
GEN_131121_RPS1_132_2,RAJASTHAN,NR
GEN_131121_RPS1_132_3,RAJASTHAN,NR
GEN_131121_RPS1_132_4,RAJASTHAN,NR
GEN_131159_MAHI-I_132_1,RAJASTHAN,NR
GEN_131222_JS1_132_1,RAJASTHAN,NR
GEN_131222_JS1_132_2,RAJASTHAN,NR
GEN_131222_JS1_132_3,RAJASTHAN,NR
GEN_131278_MAHI-II_132_1,RAJASTHAN,NR
GEN_132005_RAPS_A2_220_1,RAJASTHAN,NR
GEN_132005_RAPS_A2_220_2,RAJASTHAN,NR
GEN_132019_GIRALTPS_220_1,RAJASTHAN,NR
GEN_132019_GIRALTPS_220_2,RAJASTHAN,NR
GEN_132021_DHOLPU-4_220_1,RAJASTHAN,NR
GEN_132021_DHOLPU-4_220_2,RAJASTHAN,NR
GEN_132021_DHOLPU-4_220_3,RAJASTHAN,NR
GEN_132042_BARSINGS_220_1,RAJASTHAN,NR
GEN_132042_BARSINGS_220_2,RAJASTHAN,NR
GEN_132057_SURATH-2_220_1,RAJASTHAN,NR
GEN_132057_SURATH-2_220_2,RAJASTHAN,NR
GEN_132061_KTPS_220_1,RAJASTHAN,NR
GEN_132061_KTPS_220_2,RAJASTHAN,NR
GEN_132061_KTPS_220_3,RAJASTHAN,NR
GEN_132061_KTPS_220_4,RAJASTHAN,NR
GEN_132061_KTPS_220_5,RAJASTHAN,NR
GEN_132061_KTPS_220_6,RAJASTHAN,NR
GEN_132061_KTPS_220_7,RAJASTHAN,NR
GEN_132077_RAJWEST_220_7,RAJASTHAN,NR
GEN_132077_RAJWEST_220_8,RAJASTHAN,NR
GEN_132113_RAMGARH_220_4,RAJASTHAN,NR
GEN_132113_RAMGARH_220_5,RAJASTHAN,NR
GEN_132120_VSLP_220_1,RAJASTHAN,NR
GEN_132146_RAPS_B2_220_3,RAJASTHAN,NR
GEN_132146_RAPS_B2_220_4,RAJASTHAN,NR
GEN_134007_CHABRA-4_400_1,RAJASTHAN,NR
GEN_134007_CHABRA-4_400_2,RAJASTHAN,NR
GEN_134007_CHABRA-4_400_3,RAJASTHAN,NR
GEN_134007_CHABRA-4_400_4,RAJASTHAN,NR
GEN_134008_KALISI-4_400_1,RAJASTHAN,NR
GEN_134008_KALISI-4_400_2,RAJASTHAN,NR
GEN_134009_RAJWEST_400_1,RAJASTHAN,NR
GEN_134009_RAJWEST_400_2,RAJASTHAN,NR
GEN_134009_RAJWEST_400_3,RAJASTHAN,NR
GEN_134009_RAJWEST_400_4,RAJASTHAN,NR
GEN_134009_RAJWEST_400_5,RAJASTHAN,NR
GEN_134009_RAJWEST_400_6,RAJASTHAN,NR
GEN_134010_KAWAI_400_1,RAJASTHAN,NR
GEN_134010_KAWAI_400_2,RAJASTHAN,NR
GEN_134018_SURATG-4_400_3,RAJASTHAN,NR
GEN_134018_SURATG-4_400_4,RAJASTHAN,NR
GEN_134018_SURATG-4_400_5,RAJASTHAN,NR
GEN_134018_SURATG-4_400_6,RAJASTHAN,NR
GEN_134029_ANTA2_220_G1,RAJASTHAN,NR
GEN_134029_ANTA2_220_G2,RAJASTHAN,NR
GEN_134029_ANTA2_220_G3,RAJASTHAN,NR
GEN_134029_ANTA2_220_S1,RAJASTHAN,NR
GEN_134030_RAPS_C4_400_5,RAJASTHAN,NR
GEN_134030_RAPS_C4_400_6,RAJASTHAN,NR
GEN_134031_SHRECEM_400_1,RAJASTHAN,NR
GEN_134031_SHRECEM_400_2,RAJASTHAN,NR
GEN_140001_DEL_GAS6_66_G1,DELHI,NR
GEN_140001_DEL_GAS6_66_G2,DELHI,NR
GEN_140001_DEL_GAS6_66_G3,DELHI,NR
GEN_140001_DEL_GAS6_66_G4,DELHI,NR
GEN_140001_DEL_GAS6_66_G5,DELHI,NR
GEN_140001_DEL_GAS6_66_G6,DELHI,NR
GEN_140001_DEL_GAS6_66_S1,DELHI,NR
GEN_140001_DEL_GAS6_66_S2,DELHI,NR
GEN_140001_DEL_GAS6_66_S3,DELHI,NR
GEN_140005_RAJGHATG_33_1,DELHI,NR
GEN_140005_RAJGHATG_33_2,DELHI,NR
GEN_142003_PRAGATI_BDR_220_G1,DELHI,NR
GEN_142007_PRAGATI_MND_220_G2,DELHI,NR
GEN_142007_PRAGATI_MND_220_S1,DELHI,NR
GEN_142045_BADARPR2_220_1,DELHI,NR
GEN_142045_BADARPR2_220_2,DELHI,NR
GEN_142045_BADARPR2_220_3,DELHI,NR
GEN_142045_BADARPR2_220_4,DELHI,NR
GEN_142045_BADARPR2_220_5,DELHI,NR
GEN_144000_BAWANA-G_400_G1,DELHI,NR
GEN_144000_BAWANA-G_400_G2,DELHI,NR
GEN_144000_BAWANA-G_400_G3,DELHI,NR
GEN_144000_BAWANA-G_400_G4,DELHI,NR
GEN_144000_BAWANA-G_400_S1,DELHI,NR
GEN_144000_BAWANA-G_400_S2,DELHI,NR
GEN_151050_OBRAH1_132_1,UTTAR PRADESH,NR
GEN_151050_OBRAH1_132_2,UTTAR PRADESH,NR
GEN_151050_OBRAH1_132_3,UTTAR PRADESH,NR
GEN_151065_RIHND1_132_1,UTTAR PRADESH,NR
GEN_151065_RIHND1_132_2,UTTAR PRADESH,NR
GEN_151065_RIHND1_132_3,UTTAR PRADESH,NR
GEN_151065_RIHND1_132_4,UTTAR PRADESH,NR
GEN_151065_RIHND1_132_5,UTTAR PRADESH,NR
GEN_151065_RIHND1_132_6,UTTAR PRADESH,NR
GEN_151237_KHAMBAKH_132_1,UTTAR PRADESH,NR
GEN_151237_KHAMBAKH_132_2,UTTAR PRADESH,NR
GEN_151254_UTRAULA_132_1,UTTAR PRADESH,NR
GEN_151254_UTRAULA_132_2,UTTAR PRADESH,NR
GEN_151290_MAQSUDPR_132_1,UTTAR PRADESH,NR
GEN_151290_MAQSUDPR_132_2,UTTAR PRADESH,NR
GEN_151293_BARKHER_132_1,UTTAR PRADESH,NR
GEN_151293_BARKHER_132_2,UTTAR PRADESH,NR
GEN_151295_KUNDARK_132_1,UTTAR PRADESH,NR
GEN_151295_KUNDARK_132_2,UTTAR PRADESH,NR
GEN_151325_AKBCHIN_132_1,UTTAR PRADESH,NR
GEN_151326_BALRCHIN_132_1,UTTAR PRADESH,NR
GEN_151327_DCM01_132_1,UTTAR PRADESH,NR
GEN_151328_HAIDER01_132_1,UTTAR PRADESH,NR
GEN_151329_LHSUGAR0_132_1,UTTAR PRADESH,NR
GEN_151330_MANCHIN_132_1,UTTAR PRADESH,NR
GEN_151331_RAUCHIN_132_1,UTTAR PRADESH,NR
GEN_151332_TRIVEN01_132_1,UTTAR PRADESH,NR
GEN_151333_TRIVEN02_132_1,UTTAR PRADESH,NR
GEN_151334_KUMBH_132_1,UTTAR PRADESH,NR
GEN_151335_GULARI01_132_1,UTTAR PRADESH,NR
GEN_151336_JKSUGAR_132_1,UTTAR PRADESH,NR
GEN_151337_MAWANA01_132_1,UTTAR PRADESH,NR
GEN_151338_MAWANA02_132_1,UTTAR PRADESH,NR
GEN_151339_MAWANA03_132_1,UTTAR PRADESH,NR
GEN_151340_SBECBIO_132_1,UTTAR PRADESH,NR
GEN_151341_SIMBHO01_132_1,UTTAR PRADESH,NR
GEN_151342_SIMBHO02_132_1,UTTAR PRADESH,NR
GEN_151344_OUDH_132_1,UTTAR PRADESH,NR
GEN_151345_DALMI01_132_1,UTTAR PRADESH,NR
GEN_151346_DALMI02_132_1,UTTAR PRADESH,NR
GEN_151347_DALMI03_132_1,UTTAR PRADESH,NR
GEN_151348_KMSAGA_132_1,UTTAR PRADESH,NR
GEN_151349_DWARIK01_132_1,UTTAR PRADESH,NR
GEN_151350_DWARIK02_132_1,UTTAR PRADESH,NR
GEN_151351_SUKHBI_132_1,UTTAR PRADESH,NR
GEN_151352_BAJAJ02_132_1,UTTAR PRADESH,NR
GEN_151353_BAJAJ03_132_1,UTTAR PRADESH,NR
GEN_151354_BAJAJ04_132_1,UTTAR PRADESH,NR
GEN_151356_BAJAJ06_132_1,UTTAR PRADESH,NR
GEN_151357_BAJAJ07_132_1,UTTAR PRADESH,NR
GEN_151358_BAJAJ08_132_1,UTTAR PRADESH,NR
GEN_151359_BAJAJ09_132_1,UTTAR PRADESH,NR
GEN_151360_BAJAJ10_132_1,UTTAR PRADESH,NR
GEN_151361_DCM02_132_1,UTTAR PRADESH,NR
GEN_151362_DCM03_132_1,UTTAR PRADESH,NR
GEN_151363_UTTAM01_132_1,UTTAR PRADESH,NR
GEN_151364_UTTAM02_132_1,UTTAR PRADESH,NR
GEN_151365_DHAMPU01_132_1,UTTAR PRADESH,NR
GEN_151366_DHAMPU02_132_1,UTTAR PRADESH,NR
GEN_151367_DHAMPU03_132_1,UTTAR PRADESH,NR
GEN_151368_UPPERG_132_1,UTTAR PRADESH,NR
GEN_151369_CHADA_132_1,UTTAR PRADESH,NR
GEN_151370_DAURAL_132_1,UTTAR PRADESH,NR
GEN_151371_PARLE01_132_1,UTTAR PRADESH,NR
GEN_151372_NEWIND_132_1,UTTAR PRADESH,NR
GEN_151373_PARLE02_132_1,UTTAR PRADESH,NR
GEN_151374_LHSUGAR0_132_1,UTTAR PRADESH,NR
GEN_151375_GULARI02_132_1,UTTAR PRADESH,NR
GEN_151376_HAIDER02_132_1,UTTAR PRADESH,NR
GEN_151377_DCM04_132_1,UTTAR PRADESH,NR
GEN_152021_ROSA-TP1_220_1,UTTAR PRADESH,NR
GEN_152021_ROSA-TP1_220_2,UTTAR PRADESH,NR
GEN_152038_KHARA2_220_1,UTTAR PRADESH,NR
GEN_152038_KHARA2_220_2,UTTAR PRADESH,NR
GEN_152038_KHARA2_220_3,UTTAR PRADESH,NR
GEN_152047_HARDUGN2_220_5,UTTAR PRADESH,NR
GEN_152047_HARDUGN2_220_7,UTTAR PRADESH,NR
GEN_152047_HARDUGN2_220_8,UTTAR PRADESH,NR
GEN_152047_HARDUGN2_220_9,UTTAR PRADESH,NR
GEN_152053_PARICHA2_220_1,UTTAR PRADESH,NR
GEN_152053_PARICHA2_220_2,UTTAR PRADESH,NR
GEN_152053_PARICHA2_220_3,UTTAR PRADESH,NR
GEN_152053_PARICHA2_220_4,UTTAR PRADESH,NR
GEN_152055_PANKI2_220_1,UTTAR PRADESH,NR
GEN_152055_PANKI2_220_2,UTTAR PRADESH,NR
GEN_152061_OBRA2_220_1,UTTAR PRADESH,NR
GEN_152061_OBRA2_220_2,UTTAR PRADESH,NR
GEN_152061_OBRA2_220_3,UTTAR PRADESH,NR
GEN_152061_OBRA2_220_4,UTTAR PRADESH,NR
GEN_152073_TANDA2_220_1,UTTAR PRADESH,NR
GEN_152073_TANDA2_220_2,UTTAR PRADESH,NR
GEN_152073_TANDA2_220_3,UTTAR PRADESH,NR
GEN_152073_TANDA2_220_4,UTTAR PRADESH,NR
GEN_152103_DADRI_G2_220_G1,UTTAR PRADESH,NR
GEN_152103_DADRI_G2_220_G2,UTTAR PRADESH,NR
GEN_152103_DADRI_G2_220_G3,UTTAR PRADESH,NR
GEN_152103_DADRI_G2_220_G4,UTTAR PRADESH,NR
GEN_152103_DADRI_G2_220_S1,UTTAR PRADESH,NR
GEN_152103_DADRI_G2_220_S2,UTTAR PRADESH,NR
GEN_152104_DADRI_TH_220_1,UTTAR PRADESH,NR
GEN_152104_DADRI_TH_220_2,UTTAR PRADESH,NR
GEN_152104_DADRI_TH_220_3,UTTAR PRADESH,NR
GEN_152104_DADRI_TH_220_4,UTTAR PRADESH,NR
GEN_152104_DADRI_TH_220_SW,UTTAR PRADESH,NR
GEN_152105_NAPP2_220_1,UTTAR PRADESH,NR
GEN_152105_NAPP2_220_2,UTTAR PRADESH,NR
GEN_154005_PARICHHA_400_5,UTTAR PRADESH,NR
GEN_154005_PARICHHA_400_6,UTTAR PRADESH,NR
GEN_154012_VISHNU4_400_1,UTTARAKHAND,NR
GEN_154012_VISHNU4_400_2,UTTARAKHAND,NR
GEN_154012_VISHNU4_400_3,UTTARAKHAND,NR
GEN_154012_VISHNU4_400_4,UTTARAKHAND,NR
GEN_154014_ANPARA4_400_1,UTTAR PRADESH,NR
GEN_154014_ANPARA4_400_2,UTTAR PRADESH,NR
GEN_154014_ANPARA4_400_3,UTTAR PRADESH,NR
GEN_154014_ANPARA4_400_4,UTTAR PRADESH,NR
GEN_154014_ANPARA4_400_5,UTTAR PRADESH,NR
GEN_154017_ROSA-TP2_400_3,UTTAR PRADESH,NR
GEN_154017_ROSA-TP2_400_4,UTTAR PRADESH,NR
GEN_154018_OBRA4_400_5,UTTAR PRADESH,NR
GEN_154018_OBRA4_400_6,UTTAR PRADESH,NR
GEN_154018_OBRA4_400_7,UTTAR PRADESH,NR
GEN_154018_OBRA4_400_8,UTTAR PRADESH,NR
GEN_154018_OBRA4_400_9,UTTAR PRADESH,NR
GEN_154056_SINGRL4_400_1,UTTAR PRADESH,NR
GEN_154056_SINGRL4_400_2,UTTAR PRADESH,NR
GEN_154056_SINGRL4_400_3,UTTAR PRADESH,NR
GEN_154056_SINGRL4_400_4,UTTAR PRADESH,NR
GEN_154056_SINGRL4_400_5,UTTAR PRADESH,NR
GEN_154056_SINGRL4_400_6,UTTAR PRADESH,NR
GEN_154056_SINGRL4_400_7,UTTAR PRADESH,NR
GEN_154057_RIHAND-G_400_1,UTTAR PRADESH,NR
GEN_154057_RIHAND-G_400_2,UTTAR PRADESH,NR
GEN_154057_RIHAND-G_400_3,UTTAR PRADESH,NR
GEN_154057_RIHAND-G_400_4,UTTAR PRADESH,NR
GEN_154057_RIHAND-G_400_5,UTTAR PRADESH,NR
GEN_154057_RIHAND-G_400_6,UTTAR PRADESH,NR
GEN_154058_UNCHAHR2_220_1,UTTAR PRADESH,NR
GEN_154058_UNCHAHR2_220_2,UTTAR PRADESH,NR
GEN_154058_UNCHAHR2_220_3,UTTAR PRADESH,NR
GEN_154058_UNCHAHR2_220_4,UTTAR PRADESH,NR
GEN_154058_UNCHAHR2_220_5,UTTAR PRADESH,NR
GEN_154060_AURYA2_220_G1,UTTAR PRADESH,NR
GEN_154060_AURYA2_220_G2,UTTAR PRADESH,NR
GEN_154060_AURYA2_220_G3,UTTAR PRADESH,NR
GEN_154060_AURYA2_220_G4,UTTAR PRADESH,NR
GEN_154060_AURYA2_220_S1,UTTAR PRADESH,NR
GEN_154060_AURYA2_220_S2,UTTAR PRADESH,NR
GEN_154061_DADR-NCR_400_5,UTTAR PRADESH,NR
GEN_154061_DADR-NCR_400_6,UTTAR PRADESH,NR
GEN_154065_SRINAGAR4_400_1,UTTARAKHAND,NR
GEN_154065_SRINAGAR4_400_2,UTTARAKHAND,NR
GEN_154065_SRINAGAR4_400_3,UTTARAKHAND,NR
GEN_154065_SRINAGAR4_400_4,UTTARAKHAND,NR
GEN_157000_ANPARAC_765_1,UTTAR PRADESH,NR
GEN_157000_ANPARAC_765_2,UTTAR PRADESH,NR
GEN_157001_ANPARA-D_765_1,UTTAR PRADESH,NR
GEN_157001_ANPARA-D_765_2,UTTAR PRADESH,NR
GEN_157009_LALITPUR-TPS_765_1,UTTAR PRADESH,NR
GEN_157009_LALITPUR-TPS_765_2,UTTAR PRADESH,NR
GEN_157009_LALITPUR-TPS_765_3,UTTAR PRADESH,NR
GEN_161007_DHAKRANI_132_1,UTTARAKHAND,NR
GEN_161007_DHAKRANI_132_2,UTTARAKHAND,NR
GEN_161007_DHAKRANI_132_3,UTTARAKHAND,NR
GEN_161013_KHATIMAH_132_1,UTTARAKHAND,NR
GEN_161013_KHATIMAH_132_2,UTTARAKHAND,NR
GEN_161013_KHATIMAH_132_3,UTTARAKHAND,NR
GEN_161031_KALAGARH_132_1,UTTARAKHAND,NR
GEN_161031_KALAGARH_132_2,UTTARAKHAND,NR
GEN_161031_KALAGARH_132_3,UTTARAKHAND,NR
GEN_161035_CHILLA-H_132_1,UTTARAKHAND,NR
GEN_161035_CHILLA-H_132_2,UTTARAKHAND,NR
GEN_161035_CHILLA-H_132_3,UTTARAKHAND,NR
GEN_161035_CHILLA-H_132_4,UTTARAKHAND,NR
GEN_161037_KULHALHE_132_1,UTTARAKHAND,NR
GEN_161037_KULHALHE_132_2,UTTARAKHAND,NR
GEN_161037_KULHALHE_132_3,UTTARAKHAND,NR
GEN_161039_DHALIPUR_132_1,UTTARAKHAND,NR
GEN_161039_DHALIPUR_132_2,UTTARAKHAND,NR
GEN_161039_DHALIPUR_132_3,UTTARAKHAND,NR
GEN_162000_MANERI_1_220_1,UTTARAKHAND,NR
GEN_162000_MANERI_1_220_2,UTTARAKHAND,NR
GEN_162000_MANERI_1_220_3,UTTARAKHAND,NR
GEN_162006_BHILANGA_220_1,UTTARAKHAND,NR
GEN_162006_BHILANGA_220_2,UTTARAKHAND,NR
GEN_162006_BHILANGA_220_3,UTTARAKHAND,NR
GEN_162011_SHRAVANT_220_1,UTTARAKHAND,NR
GEN_162011_SHRAVANT_220_2,UTTARAKHAND,NR
GEN_162011_SHRAVANT_220_3,UTTARAKHAND,NR
GEN_162013_MANERI_2_220_1,UTTARAKHAND,NR
GEN_162013_MANERI_2_220_2,UTTARAKHAND,NR
GEN_162013_MANERI_2_220_3,UTTARAKHAND,NR
GEN_162013_MANERI_2_220_4,UTTARAKHAND,NR
GEN_162014_CHIBRO-H_220_1,UTTARAKHAND,NR
GEN_162014_CHIBRO-H_220_2,UTTARAKHAND,NR
GEN_162014_CHIBRO-H_220_3,UTTARAKHAND,NR
GEN_162014_CHIBRO-H_220_4,UTTARAKHAND,NR
GEN_162016_KHODRIHE_220_1,UTTARAKHAND,NR
GEN_162016_KHODRIHE_220_2,UTTARAKHAND,NR
GEN_162016_KHODRIHE_220_3,UTTARAKHAND,NR
GEN_162016_KHODRIHE_220_4,UTTARAKHAND,NR
GEN_162019_TANAKPUR2_220_1,UTTARAKHAND,NR
GEN_162019_TANAKPUR2_220_2,UTTARAKHAND,NR
GEN_162019_TANAKPUR2_220_3,UTTARAKHAND,NR
GEN_164003_TEHRI4_400_1,UTTARAKHAND,NR
GEN_164003_TEHRI4_400_2,UTTARAKHAND,NR
GEN_164003_TEHRI4_400_3,UTTARAKHAND,NR
GEN_164003_TEHRI4_400_4,UTTARAKHAND,NR
GEN_164004_KOTESHWA_400_1,UTTARAKHAND,NR
GEN_164004_KOTESHWA_400_2,UTTARAKHAND,NR
GEN_164004_KOTESHWA_400_3,UTTARAKHAND,NR
GEN_164004_KOTESHWA_400_4,UTTARAKHAND,NR
GEN_164005_DHAULI2_220_1,UTTARAKHAND,NR
GEN_164005_DHAULI2_220_2,UTTARAKHAND,NR
GEN_164005_DHAULI2_220_3,UTTARAKHAND,NR
GEN_164005_DHAULI2_220_4,UTTARAKHAND,NR
GEN_170004_BHAKRA-L_66_1,PUNJAB,NR
GEN_170004_BHAKRA-L_66_2,PUNJAB,NR
GEN_171001_BAJAURA1_132_TH,HIMACHAL PRADESH,NR
